id,transaction time,current bank amount,last bank amount,time taken (seconds),most recent bank amount,account type,marital_status,age,occupation,credit card type,account source verification,transaction source method,account destination verification,fradulent
acus4848,2015-11-25T12:46:40,78525,480718,4731,353562,saving,married,46,lecturer,verve,False,False,False,0
acus4849,2015-02-28T18:19:08,54160,169148,4213,283521,current,single,76,lecturer,verve,True,True,True,0
acus4850,2015-03-11T13:26:13,6147,1106314,1825,107970,saving,married,48,accounting,master,True,True,False,0
acus4851,2016-07-20T01:53:44,6754,526733,482,94537,current,unknown,77,clergy,master,True,False,False,0
acus4852,2015-04-19T05:08:04,94851,1020072,2319,240265,current,married,73,accounting,master,True,False,False,0
acus4853,2015-04-23T19:45:35,51324,82248,2714,32338,current,unknown,61,doctor,verve,True,True,False,0
acus4854,2016-01-19T17:51:47,95993,240731,1973,210258,current,married,44,lecturer,master,True,False,False,0
acus4855,2016-04-09T05:44:10,13181,859487,1717,52441,current,single,53,clergy,master,False,False,True,0
acus4856,2014-12-05T20:53:00,46267,469714,2830,430194,saving,married,32,lecturer,verve,True,False,False,1
acus4857,2015-10-09T07:28:00,40892,1258582,2079,275356,current,unknown,79,lawyer,master,True,False,True,0
acus4858,2015-12-24T21:59:48,22747,1160739,2018,110192,current,married,30,accounting,master,False,True,False,1
acus4859,2016-07-27T06:21:47,80803,1040490,2697,65369,current,married,67,lecturer,master,True,False,False,0
acus4860,2015-01-20T01:41:44,48900,633433,4171,178246,current,married,62,lecturer,master,True,True,False,0
acus4861,2015-12-11T18:18:56,70150,1477481,619,289320,current,married,77,lecturer,master,True,False,True,1
acus4862,2014-01-16T17:40:45,6082,1153139,3106,162298,current,single,48,lecturer,master,True,True,True,0
acus4863,2015-07-19T23:19:16,52164,1336244,3722,104518,current,single,32,doctor,verve,True,True,True,0
acus4864,2016-11-10T01:52:47,76301,45716,4494,96627,current,married,58,accounting,verve,False,True,False,0
acus4865,2016-06-20T04:36:24,72865,1146771,536,107908,current,single,34,lecturer,master,True,True,False,0
acus4866,2016-04-24T19:17:18,72112,381340,4861,247398,current,married,56,accounting,master,False,True,False,0
acus4867,2014-06-03T06:25:30,65085,123285,2418,189475,current,unknown,51,banking,verve,True,True,False,0
acus4868,2017-11-05T23:44:50,24899,825012,2514,267496,current,married,45,lawyer,verve,True,True,False,0
acus4869,2015-06-09T22:41:59,90677,370918,3685,383084,current,married,68,accounting,master,True,False,False,1
acus4870,2015-02-25T04:14:28,12565,946874,732,399483,current,married,49,banking,master,False,True,False,0
acus4871,2015-04-25T18:08:26,34163,1476134,3177,195390,current,married,68,doctor,verve,False,False,False,1
acus4872,2015-10-23T14:55:51,31105,1136930,2417,437496,saving,married,55,accounting,verve,True,False,False,1
acus4873,2016-06-24T17:17:52,62757,246324,4282,445037,current,married,76,lecturer,master,True,True,False,1
acus4874,2016-08-08T00:47:31,35055,591063,2010,71077,saving,single,30,lecturer,master,True,True,False,0
acus4875,2015-08-18T08:00:49,57518,913952,4510,278261,current,single,77,lecturer,master,True,False,False,0
acus4876,2015-01-17T06:01:26,46585,130147,3233,463197,current,single,49,lecturer,master,True,True,True,0
acus4877,2015-05-06T09:19:44,57009,257085,3075,311984,current,married,48,clergy,master,False,True,False,1
acus4878,2017-01-19T19:31:04,28595,1330910,2936,81846,current,married,75,clergy,master,True,False,True,0
acus4879,2015-02-04T06:42:21,64426,613477,572,345105,current,single,35,lecturer,verve,True,False,False,0
acus4880,2017-07-17T04:47:27,22943,1348852,4065,333948,current,unknown,57,accounting,master,True,True,True,0
acus4881,2016-08-14T22:24:54,26001,540920,69,409441,current,married,77,farmer,master,True,True,False,0
acus4882,2014-01-14T09:44:52,69832,978766,3722,77148,current,married,33,musician,master,False,False,False,0
acus4883,2014-11-04T15:59:22,7132,593796,2258,108502,current,unknown,33,accounting,master,True,True,True,0
acus4884,2015-04-23T15:51:11,28046,963410,4440,150468,current,unknown,74,accounting,master,True,False,False,1
acus4885,2014-04-06T10:05:28,38057,354543,3892,281203,current,married,43,clergy,master,True,False,True,0
acus4886,2015-11-13T10:26:34,8588,1395639,3090,93899,current,married,56,lawyer,master,True,True,True,0
acus4887,2016-09-06T22:16:01,57231,1236393,219,91766,current,married,74,clergy,master,True,True,True,0
acus4888,2015-12-07T11:42:38,82372,610717,56,269568,current,unknown,62,doctor,verve,True,True,True,0
acus4889,2017-09-12T21:04:09,45536,1211217,3230,2214,current,married,33,accounting,verve,True,True,False,1
acus4890,2015-04-26T09:20:51,79901,1085039,4065,444885,current,unknown,52,clergy,master,False,True,False,1
acus4891,2016-04-17T14:50:04,6431,125628,4469,475621,current,unknown,47,doctor,master,True,True,True,0
acus4892,2016-07-26T12:16:34,87174,1338580,2993,9386,saving,married,46,lecturer,master,True,True,False,0
acus4893,2014-03-16T17:08:26,95261,912527,4445,89932,current,single,30,accounting,master,False,True,False,0
acus4894,2016-01-20T23:35:40,41812,948537,2779,104936,current,married,64,clergy,master,True,True,True,0
acus4895,2016-01-12T06:10:41,47065,1073955,3003,160564,current,single,77,banking,master,True,True,True,0
acus4896,2016-11-24T14:17:46,91768,1161725,311,148779,current,married,66,doctor,master,True,False,False,1
acus4897,2016-02-05T17:44:28,11891,65358,515,434679,current,unknown,74,accounting,master,True,True,False,0
acus4898,2015-11-03T03:42:06,24473,76562,4999,211232,current,single,60,accounting,master,True,False,True,0
acus4899,2015-12-10T09:29:00,21731,1488736,2901,335564,current,single,60,farmer,master,True,True,False,0
acus4900,2014-11-15T18:58:36,87546,1266409,1348,107591,current,single,54,musician,verve,True,True,False,1
acus4901,2016-02-21T07:06:08,57346,1010742,3000,493338,current,married,42,lecturer,master,True,False,True,0
acus4902,2014-07-08T13:17:27,93491,1278642,3283,40889,current,unknown,48,banking,master,True,True,False,1
acus4903,2015-02-06T17:23:47,82832,737227,4541,144465,current,married,45,musician,master,True,True,False,0
acus4904,2016-11-14T07:42:39,13831,441851,1036,376988,current,single,66,accounting,verve,True,False,False,0
acus4905,2016-04-21T10:27:19,19797,335401,2314,329676,current,married,66,lecturer,master,True,False,False,0
acus4906,2015-02-26T16:02:18,73617,378475,1879,323946,current,married,66,clergy,master,True,True,True,0
acus4907,2016-02-02T10:49:59,78484,1075920,1088,232653,current,single,41,clergy,master,True,True,False,0
acus4908,2015-12-08T03:26:31,36606,1462515,4991,258269,current,married,47,accounting,master,True,True,True,0
acus4909,2016-08-25T14:18:08,72157,526571,979,203330,saving,single,73,banking,master,True,True,False,0
acus4910,2016-01-24T16:50:37,82500,1467548,1706,139684,current,single,56,clergy,master,True,True,False,1
acus4911,2016-04-24T03:49:12,61044,872805,3768,349685,saving,single,55,lecturer,master,True,True,False,0
acus4912,2015-07-08T22:30:16,16702,64639,582,109617,current,unknown,75,lecturer,master,False,True,False,0
acus4913,2015-01-18T06:04:45,33459,1346231,3327,420056,current,single,55,clergy,master,True,True,True,0
acus4914,2015-12-06T11:26:30,42245,15021,2186,225986,current,married,68,farmer,verve,True,False,False,1
acus4915,2017-06-22T09:57:45,84183,85840,435,170530,current,married,59,banking,master,False,False,True,1
acus4916,2014-08-05T04:27:07,72282,397455,4715,14469,current,married,64,accounting,master,True,True,False,0
acus4917,2016-01-07T04:01:30,49087,137252,3515,187161,current,unknown,70,accounting,master,True,False,False,0
acus4918,2015-04-26T02:39:34,88080,260033,305,299109,current,married,32,lecturer,verve,True,True,False,0
acus4919,2016-11-12T18:12:49,9602,1252947,3370,333333,current,married,35,accounting,verve,True,False,False,1
acus4920,2015-07-27T22:59:15,52043,121163,308,381926,current,single,66,accounting,verve,True,False,False,0
acus4921,2015-01-28T08:38:58,33818,883911,3937,263925,current,unknown,78,doctor,master,True,False,False,1
acus4922,2017-07-17T01:33:03,14434,395193,4726,307597,current,married,70,accounting,master,True,True,False,0
acus4923,2015-01-17T04:52:48,1484,395901,135,320248,saving,single,60,clergy,master,True,False,False,0
acus4924,2016-12-22T05:29:16,36278,1393344,4546,11185,current,single,48,lecturer,master,True,True,False,0
acus4925,2015-04-13T01:30:25,51952,609651,2154,369442,current,single,59,lawyer,master,True,True,False,0
acus4926,2016-03-24T17:29:48,66820,890377,610,455622,current,single,51,farmer,master,True,True,False,0
acus4927,2015-04-07T19:06:51,60607,1395122,1070,92041,current,married,42,accounting,verve,True,True,True,0
acus4928,2015-08-12T03:27:01,48751,1423357,749,3792,current,married,38,doctor,master,True,True,False,0
acus4929,2016-03-09T01:16:07,70093,466770,1295,222396,saving,single,45,farmer,verve,False,False,False,0
acus4930,2015-10-15T11:08:44,62582,64231,2696,421937,current,married,57,clergy,verve,True,False,False,1
acus4931,2014-06-14T23:31:27,35718,1215939,602,130971,current,married,35,musician,master,True,False,False,1
acus4932,2014-07-03T17:55:29,74236,1171321,1853,1134,current,unknown,34,clergy,master,True,False,True,1
acus4933,2016-09-27T04:06:58,85202,1098931,1228,10641,current,married,47,banking,verve,False,True,False,0
acus4934,2015-11-05T20:34:38,28887,957394,4369,476220,current,single,34,doctor,master,False,True,False,1
acus4935,2016-01-09T07:46:21,31985,899801,3578,128717,current,married,67,doctor,verve,True,True,True,0
acus4936,2015-02-14T13:14:25,25824,1095474,2195,216583,current,single,42,accounting,master,True,False,False,0
acus4937,2014-02-11T14:20:59,96989,461694,3454,297714,current,married,76,lawyer,master,True,False,False,1
acus4938,2017-11-23T04:37:12,79533,1158033,4805,244253,current,single,60,banking,master,True,False,True,0
acus4939,2015-07-24T23:41:57,31309,1220931,1229,259249,current,married,47,farmer,master,True,True,False,1
acus4940,2017-02-12T20:33:54,74073,106822,1878,409557,saving,unknown,73,clergy,verve,True,True,False,0
acus4941,2016-06-19T08:13:56,97446,897459,3707,353809,saving,unknown,46,accounting,verve,True,False,False,1
acus4942,2016-12-22T05:04:57,26654,268889,1676,340015,current,unknown,34,clergy,verve,False,True,False,0
acus4943,2015-06-01T22:23:11,30363,70735,1701,261282,current,married,71,lecturer,verve,True,True,False,1
acus4944,2015-08-22T02:09:01,31572,1086220,4644,160594,current,married,41,farmer,master,True,True,False,0
acus4945,2014-12-25T07:30:55,11719,1230337,1266,327551,saving,married,74,lawyer,verve,True,True,False,0
acus4946,2014-10-20T09:29:10,65577,1363833,96,350313,current,married,76,doctor,master,False,True,False,1
acus4947,2016-10-09T19:57:44,63276,925041,2476,121102,saving,married,60,clergy,master,True,False,False,0
acus4948,2015-02-28T00:31:16,14085,111633,4194,344231,current,married,51,banking,master,False,True,False,0
acus4949,2016-06-11T19:13:48,77745,850493,1689,453368,current,married,36,banking,verve,True,False,False,1
acus4950,2016-01-21T03:50:57,54224,590468,316,328013,current,unknown,31,lecturer,master,True,True,False,0
acus4951,2016-10-26T12:38:38,36801,171383,4367,191582,current,single,68,accounting,master,True,True,True,0
acus4952,2015-01-25T06:17:45,83059,594977,1540,365930,saving,married,45,clergy,verve,True,False,True,0
acus4953,2016-02-18T07:09:07,79843,1321068,1376,103915,current,single,39,lecturer,master,True,True,False,0
acus4954,2015-07-07T02:48:16,1020,1173074,3608,199088,current,single,43,lecturer,verve,True,True,False,0
acus4955,2015-09-08T09:46:19,726,571844,4925,184806,current,married,69,accounting,master,True,True,False,1
acus4956,2017-03-18T00:09:49,24499,436985,2980,12976,current,married,60,banking,master,True,False,False,0
acus4957,2016-11-04T19:40:20,28080,1222970,458,265725,current,married,65,doctor,master,True,False,False,0
acus4958,2015-05-26T22:17:18,11653,170656,3989,112602,current,single,52,clergy,master,False,True,False,1
acus4959,2014-05-28T08:59:16,86502,1068285,1552,147776,current,married,41,lawyer,master,True,True,False,1
acus4960,2014-04-03T10:14:37,63984,1499722,3224,498669,current,married,60,clergy,master,True,False,False,0
acus4961,2015-09-19T04:07:48,74229,1486779,1241,72525,saving,married,72,accounting,verve,True,True,False,0
acus4962,2015-11-06T10:41:14,30633,308810,3565,176735,current,married,55,lecturer,verve,True,True,False,0
acus4963,2015-03-14T08:31:15,71714,1494294,2039,448417,current,single,38,accounting,master,False,True,False,1
acus4964,2014-01-21T22:36:44,23892,540313,2922,87410,current,married,66,lecturer,master,True,True,True,0
acus4965,2014-01-01T21:53:15,12487,927650,1363,11038,current,married,58,accounting,master,True,True,False,0
acus4966,2014-07-06T17:16:27,51124,852306,116,253227,current,unknown,56,banking,master,True,True,False,0
acus4967,2016-01-07T02:09:27,44870,621991,4233,286228,current,single,62,clergy,master,False,True,False,0
acus4968,2015-05-04T05:19:08,91159,1278812,2217,490489,current,married,69,accounting,verve,True,True,False,0
acus4969,2014-06-07T02:07:14,85295,1343571,1192,106513,current,married,70,lecturer,master,True,True,False,0
acus4970,2015-12-28T12:52:54,33644,167480,3908,291233,current,unknown,31,clergy,verve,True,False,False,0
acus4971,2016-07-23T00:20:57,43173,413240,4006,28837,current,married,66,lecturer,master,False,False,False,0
acus4972,2015-08-17T21:22:28,95442,819331,3743,44865,current,married,43,lecturer,verve,True,True,False,1
acus4973,2015-01-17T21:50:31,62993,749390,1760,37859,current,married,68,lecturer,master,True,True,False,1
acus4974,2015-11-11T00:09:40,74532,1176710,2091,338195,current,married,68,banking,master,True,False,True,0
acus4975,2015-12-15T12:49:58,38435,110570,3823,308382,current,married,61,clergy,master,False,False,False,0
acus4976,2015-10-02T20:56:41,28161,604820,3996,25034,current,married,77,lecturer,master,True,True,False,0
acus4977,2016-07-11T10:31:43,6807,1012085,4097,108183,current,single,65,accounting,master,True,True,False,0
acus4978,2016-03-26T21:49:19,80914,569667,2404,124062,current,married,71,accounting,master,True,True,False,1
acus4979,2014-12-02T15:27:12,50136,980949,459,81050,current,unknown,36,banking,verve,True,False,False,0
acus4980,2015-07-15T03:47:06,30606,601431,2246,317007,current,married,32,clergy,verve,True,True,False,0
acus4981,2015-03-12T10:41:19,34362,1161714,4251,437443,current,single,78,banking,verve,True,False,False,0
acus4982,2015-05-24T15:03:55,56916,467553,1053,496499,saving,single,39,clergy,verve,True,False,False,1
acus4983,2016-08-23T21:53:08,1079,914703,3417,60666,saving,married,79,clergy,master,True,True,True,0
acus4984,2015-03-17T22:55:50,98704,895610,3196,429408,current,married,34,lecturer,master,False,False,False,0
acus4985,2016-06-25T20:27:11,80883,1062291,4479,283801,current,married,63,lecturer,master,False,False,False,1
acus4986,2016-09-22T11:16:53,12245,898848,160,351565,current,married,33,banking,master,True,True,False,0
acus4987,2016-08-25T23:12:39,7203,882502,4920,77661,current,single,73,lecturer,verve,True,True,False,0
acus4988,2015-10-01T22:47:50,93183,1456252,1252,376740,current,married,55,clergy,master,False,True,True,1
acus4989,2016-12-28T01:36:46,45405,351771,4757,74398,current,unknown,60,lecturer,master,True,True,True,0
acus4990,2016-06-16T22:02:18,90847,397430,2186,78495,current,married,62,accounting,master,True,False,False,1
acus4991,2016-09-13T13:43:07,81463,826574,1150,395444,current,single,63,accounting,master,True,True,False,0
acus4992,2016-02-17T15:19:25,34064,508842,3467,191859,current,married,56,banking,master,False,False,False,0
acus4993,2014-05-12T16:24:25,73719,192973,2888,175484,current,single,31,accounting,master,True,False,True,0
acus4994,2016-04-02T22:28:34,4073,451702,804,32397,current,married,53,banking,master,True,True,False,1
acus4995,2015-07-19T08:06:07,51264,1383389,2010,472189,saving,unknown,74,accounting,master,True,False,False,0
acus4996,2014-09-18T02:13:12,89392,880251,3767,224921,current,married,70,clergy,verve,True,False,True,0
acus4997,2016-04-10T14:55:19,18610,428945,3466,398061,current,single,40,accounting,master,True,False,False,1
acus4998,2015-11-11T23:07:48,53765,1200512,3564,239447,current,married,32,clergy,master,True,False,False,1
acus4999,2015-03-06T13:02:36,17891,211155,4497,479895,current,single,65,doctor,master,True,True,False,1
acus5000,2016-02-10T11:31:05,45119,725638,3747,93340,current,single,31,farmer,master,False,False,True,0
acus5001,2015-07-17T22:12:53,82756,885069,494,366791,current,married,33,banking,master,False,True,False,1
acus5002,2014-11-14T12:34:52,37361,1433205,2228,212983,current,married,75,clergy,master,True,True,False,0
acus5003,2014-09-18T11:00:51,56146,201553,1011,192447,current,single,69,lecturer,master,True,True,True,0
acus5004,2017-11-23T00:02:52,6892,996166,108,474948,saving,single,45,clergy,master,True,False,False,0
acus5005,2016-06-28T02:34:48,35287,103576,2197,62037,saving,married,42,clergy,master,True,True,False,0
acus5006,2014-09-28T10:52:29,97622,1014620,415,420191,current,single,65,doctor,verve,True,True,False,0
acus5007,2014-08-09T10:07:02,51624,913304,3321,267951,current,unknown,44,banking,master,True,True,False,0
acus5008,2014-02-13T13:34:18,95624,1277789,3006,288568,saving,single,36,accounting,master,True,True,False,1
acus5009,2016-11-26T15:10:16,23343,415373,1962,241433,current,married,63,banking,verve,True,False,False,0
acus5010,2015-03-19T01:17:42,38875,821177,2701,355626,current,single,31,lawyer,master,True,False,False,0
acus5011,2014-11-07T18:49:21,54030,61518,2474,135233,current,married,39,clergy,master,False,True,False,0
acus5012,2016-10-05T03:18:56,1971,1456463,2465,81559,saving,married,51,clergy,verve,True,False,True,0
acus5013,2014-05-01T00:47:22,74868,658949,1442,404119,current,single,49,clergy,master,True,True,False,1
acus5014,2016-11-10T20:09:08,20115,999893,581,441961,current,married,78,doctor,verve,True,True,False,1
acus5015,2017-06-08T02:14:11,45879,1376993,3515,287718,current,single,36,accounting,verve,True,True,True,0
acus5016,2014-08-12T10:04:57,80877,174179,1327,342948,current,married,67,accounting,master,True,True,False,0
acus5017,2015-12-10T21:10:15,23581,164511,4288,84400,current,married,38,musician,master,True,False,False,1
acus5018,2016-04-12T22:48:51,47227,1487357,2289,352613,current,unknown,49,accounting,master,True,False,False,1
acus5019,2015-07-26T21:58:24,54270,584030,999,380807,current,single,46,clergy,master,True,False,False,1
acus5020,2014-09-14T19:25:21,63496,892221,2805,485596,current,married,55,accounting,master,True,False,False,0
acus5021,2015-05-26T16:54:24,37055,915802,1307,250649,current,married,48,musician,verve,True,False,False,0
acus5022,2016-12-18T08:13:41,88624,747293,4091,201995,current,married,55,clergy,verve,True,False,False,1
acus5023,2014-10-24T23:54:47,73748,815283,4607,326456,current,single,43,accounting,master,True,False,False,1
acus5024,2015-08-10T19:11:32,7780,744509,2996,307753,current,unknown,36,lawyer,master,False,False,False,0
acus5025,2016-09-10T15:17:50,30366,700353,3883,241329,current,unknown,67,farmer,master,True,True,False,0
acus5026,2015-07-20T23:56:22,77177,528707,1207,259290,saving,unknown,51,accounting,verve,False,False,False,1
acus5027,2015-02-03T14:15:52,83364,596747,2063,204010,saving,married,42,banking,master,True,True,True,0
acus5028,2015-11-22T10:15:10,25379,1305846,1416,170150,current,single,60,clergy,master,True,False,False,0
acus5029,2014-03-09T21:20:32,70207,1168880,4123,417029,current,single,56,clergy,verve,True,True,False,0
acus5030,2015-04-19T16:22:08,97154,470109,4898,393412,current,married,68,lecturer,master,True,True,False,1
acus5031,2017-04-21T05:22:48,8777,149157,928,89280,current,married,50,clergy,verve,True,True,False,0
acus5032,2016-12-04T14:31:49,31495,447725,3554,328979,current,single,47,clergy,verve,True,False,False,0
acus5033,2016-01-14T21:54:43,50512,1450939,574,245373,current,unknown,40,lecturer,master,True,False,False,1
acus5034,2015-04-27T01:32:53,61322,1262119,2971,20041,current,unknown,30,doctor,verve,True,False,True,0
acus5035,2015-01-23T15:13:18,50536,131651,3609,154036,current,single,79,banking,verve,True,True,False,0
acus5036,2015-04-08T02:27:19,34911,1029078,3623,228329,current,unknown,62,banking,master,True,True,False,0
acus5037,2014-05-19T16:36:14,21813,1019815,2854,425757,current,unknown,34,accounting,master,True,True,False,1
acus5038,2015-02-12T02:23:06,28141,37884,3404,120227,current,married,53,accounting,verve,True,True,False,0
acus5039,2015-07-13T05:48:48,48790,1178750,1888,132855,saving,single,48,clergy,master,True,True,True,0
acus5040,2016-10-07T15:06:33,3562,327350,1654,255844,current,married,45,clergy,master,True,True,False,0
acus5041,2014-04-15T23:30:12,36010,925104,17,143002,saving,single,57,doctor,master,True,False,False,0
acus5042,2016-04-21T18:45:23,72411,1404090,4185,3684,current,single,75,banking,verve,True,False,False,1
acus5043,2015-09-22T21:23:42,68222,444337,4347,325598,current,single,69,musician,master,True,True,False,1
acus5044,2016-10-04T11:50:27,66468,1031162,3440,347328,current,married,56,clergy,master,False,False,False,0
acus5045,2016-10-07T22:11:46,57672,1283205,2905,356117,current,married,75,lecturer,verve,True,True,False,0
acus5046,2016-06-02T16:53:07,66550,34273,3149,372831,saving,married,63,clergy,master,True,True,False,0
acus5047,2014-06-23T22:32:16,72402,90274,3102,376915,current,unknown,34,clergy,master,False,False,False,1
acus5048,2016-01-27T17:34:59,78835,164203,594,378795,current,married,36,lecturer,master,True,False,False,1
acus5049,2017-04-11T10:46:12,51300,1129614,2105,55730,saving,married,71,lecturer,master,True,False,True,0
acus5050,2015-02-28T16:05:54,56579,666068,642,138884,current,married,33,clergy,verve,True,True,False,1
acus5051,2016-04-26T08:24:27,89363,1402256,3853,267902,saving,single,46,clergy,master,True,True,False,0
acus5052,2016-03-19T11:04:16,91941,1168360,1629,159585,current,married,48,clergy,master,True,True,False,0
acus5053,2016-05-15T08:50:45,65331,298215,3101,443484,current,unknown,53,lecturer,master,True,False,False,1
acus5054,2015-03-14T11:42:50,96132,1468568,870,79449,current,married,62,doctor,master,True,False,False,0
acus5055,2015-08-02T09:02:12,47936,516686,1315,301800,current,unknown,55,farmer,master,True,True,False,0
acus5056,2016-03-13T07:07:24,70391,946977,4146,443515,current,married,52,doctor,verve,True,True,True,0
acus5057,2015-09-04T08:35:05,27167,1256970,513,204006,current,unknown,78,lecturer,master,True,True,True,0
acus5058,2016-12-25T00:03:45,65627,206498,3936,81955,saving,married,66,lawyer,master,True,True,True,0
acus5059,2016-01-06T00:15:26,69028,1263868,3790,272480,current,single,59,clergy,master,True,False,False,0
acus5060,2014-11-17T01:25:44,55340,241332,943,370476,current,married,54,lawyer,master,True,False,True,0
acus5061,2016-01-07T04:06:48,19431,261996,314,213302,current,single,60,accounting,master,False,False,False,0
acus5062,2014-10-05T16:59:40,209,1097044,2843,390113,saving,single,33,lecturer,master,True,True,False,0
acus5063,2015-04-13T15:20:31,96991,717458,4730,24828,current,married,69,farmer,verve,True,False,True,1
acus5064,2015-04-16T17:39:23,28658,571057,35,321593,current,unknown,60,lecturer,master,True,False,False,0
acus5065,2016-06-21T02:57:57,2220,1174472,937,401642,current,married,45,lecturer,verve,True,True,True,0
acus5066,2016-07-16T15:32:54,20432,818308,1991,305734,current,single,76,lecturer,verve,True,False,True,0
acus5067,2015-03-06T12:11:08,70883,568665,325,481668,current,married,51,clergy,master,True,True,False,0
acus5068,2015-08-06T08:34:39,84119,1291699,2976,232579,current,married,68,accounting,master,True,False,False,1
acus5069,2016-04-01T18:48:08,40050,674724,2335,399392,current,single,63,banking,master,True,False,False,1
acus5070,2015-01-12T04:08:19,81423,22048,2110,232572,current,married,43,banking,verve,True,False,False,0
acus5071,2015-02-18T15:45:20,31990,1088578,3324,460669,current,married,73,farmer,master,False,False,False,0
acus5072,2015-06-16T04:14:11,87372,742249,3497,379230,current,married,63,lecturer,verve,False,False,True,0
acus5073,2016-12-26T00:33:13,17853,1366277,3687,271770,current,single,60,clergy,master,True,False,True,0
acus5074,2015-02-10T12:17:46,73101,226373,1650,489353,current,married,36,lawyer,master,False,True,True,0
acus5075,2015-12-19T20:04:36,72398,1060436,3750,202460,current,unknown,48,lecturer,verve,True,False,False,1
acus5076,2015-03-10T05:24:26,82650,954809,2702,477784,saving,married,35,doctor,verve,True,True,False,0
acus5077,2015-09-07T22:51:06,64690,672359,1999,91259,current,single,36,lecturer,master,True,True,False,0
acus5078,2014-02-11T10:07:49,99987,261391,1525,166970,current,unknown,39,clergy,master,True,False,False,0
acus5079,2015-03-06T04:56:58,22789,1262064,1312,345440,saving,married,49,lawyer,master,True,False,False,0
acus5080,2015-05-09T02:59:46,50052,586179,989,197466,current,unknown,57,banking,verve,True,True,False,0
acus5081,2015-10-07T22:53:13,17826,1086617,2145,101607,current,single,72,accounting,master,False,True,True,0
acus5082,2014-05-08T12:22:52,31783,686939,4837,372254,current,married,74,clergy,verve,False,False,False,0
acus5083,2015-04-22T17:54:56,96445,4240,3479,302975,current,single,56,lecturer,master,True,True,False,0
acus5084,2016-07-18T02:58:35,75519,811370,1438,163887,current,married,39,accounting,master,True,True,True,0
acus5085,2016-05-20T18:14:37,88054,271037,846,329902,current,unknown,37,accounting,master,True,False,False,0
acus5086,2015-08-06T17:13:29,19287,1355034,1542,215147,current,unknown,41,accounting,verve,True,False,False,0
acus5087,2016-08-18T09:34:34,95244,149128,626,227956,current,unknown,52,farmer,master,True,False,False,0
acus5088,2016-06-13T14:41:32,47114,1334208,440,351318,saving,single,30,lecturer,master,True,True,False,1
acus5089,2016-01-16T20:58:26,82663,502554,4487,19567,current,single,34,farmer,master,True,True,False,1
acus5090,2014-04-28T12:49:48,60019,490751,73,175562,current,single,65,banking,master,True,True,False,0
acus5091,2015-10-15T12:00:55,98376,358237,3706,3735,current,single,57,lecturer,master,True,True,False,0
acus5092,2015-02-16T22:30:59,48033,1106467,1149,480342,current,married,32,clergy,master,True,True,True,0
acus5093,2015-03-10T21:05:45,39918,1308639,4651,35053,current,married,33,accounting,master,True,True,True,0
acus5094,2014-11-02T04:13:49,29117,486794,1537,136597,current,married,49,lecturer,verve,True,False,True,0
acus5095,2014-06-19T20:16:37,11553,391238,3347,426220,current,unknown,69,accounting,verve,True,True,False,1
acus5096,2015-02-12T06:21:12,34203,1328232,1057,234174,current,married,66,musician,master,False,False,False,0
acus5097,2016-04-06T00:09:12,67077,194059,1310,297799,current,single,33,musician,master,True,False,True,1
acus5098,2015-03-01T14:32:21,7000,1232695,211,436252,current,single,65,lecturer,master,True,False,False,1
acus5099,2017-03-03T05:17:12,30779,1402796,2516,87381,current,married,61,farmer,master,True,True,False,0
acus5100,2015-11-22T18:08:38,68536,1229535,534,326036,current,single,67,farmer,master,True,True,False,1
acus5101,2014-07-09T16:41:27,9803,622376,2064,443941,current,single,40,clergy,master,True,True,True,0
acus5102,2015-05-27T05:19:08,80531,384342,1566,202051,current,single,76,lecturer,verve,True,False,False,0
acus5103,2015-11-04T10:55:17,45575,1302355,1474,228882,current,married,52,clergy,master,True,True,True,0
acus5104,2016-12-03T23:26:53,54792,638516,4809,42815,current,unknown,43,doctor,master,True,True,False,0
acus5105,2016-03-26T19:32:53,39218,1279221,919,364930,current,married,56,accounting,master,False,False,True,1
acus5106,2017-05-06T19:58:09,90940,1495886,1607,429551,current,married,32,doctor,verve,True,True,False,1
acus5107,2015-04-22T03:55:20,78360,732120,4080,410339,current,single,50,accounting,master,True,False,False,0
acus5108,2014-05-28T10:26:59,85867,1144497,1260,230284,current,married,47,lawyer,master,False,False,True,0
acus5109,2015-09-10T16:45:46,77617,361977,2207,369454,saving,unknown,51,doctor,master,False,False,False,1
acus5110,2015-05-20T21:38:13,8453,822696,2862,337620,current,unknown,71,accounting,verve,True,True,False,0
acus5111,2015-04-15T09:34:57,88550,410765,403,424875,current,unknown,45,clergy,master,True,True,False,1
acus5112,2015-05-14T22:39:26,70126,589800,191,278469,current,married,73,doctor,master,True,True,False,1
acus5113,2016-09-15T21:14:28,38357,923772,1572,457458,current,married,78,clergy,verve,True,True,False,0
acus5114,2016-02-02T04:16:44,40101,723154,640,340699,current,single,52,doctor,verve,False,True,False,0
acus5115,2015-04-21T20:58:31,2733,542209,2340,318050,current,single,42,clergy,master,False,False,False,0
acus5116,2015-03-09T16:11:22,50752,857662,327,396842,current,married,61,banking,master,True,False,False,1
acus5117,2015-01-12T07:52:13,10206,1569,3985,456267,current,married,31,accounting,master,True,True,True,0
acus5118,2016-09-04T22:31:44,34248,829140,4215,300205,current,unknown,58,clergy,master,False,True,False,0
acus5119,2014-02-12T21:35:41,90161,784057,2677,80120,saving,single,34,banking,master,True,True,False,0
